Chromosome	Start	End	GC_Content
Chr2	79500001	80000001	43.616
Chr2	80000001	80500001	43.3858
Chr2	80500001	81000001	42.946200000000005
Chr2	81000001	81500001	42.7734
Chr2	81500001	82000001	42.3664
Chr2	82000001	82500001	43.9294
Chr2	82500001	83000001	43.62
Chr2	83000001	83500001	43.126599999999996
Chr2	83500001	84000001	43.162800000000004
Chr2	84000001	84500001	42.6368
Chr2	84500001	85000001	42.709
Chr2	85000001	85500001	42.6726
Chr2	85500001	86000001	42.8596
Chr2	86000001	86500001	41.8002
Chr2	86500001	87000001	42.4546
Chr2	87000001	87500001	42.289
Chr2	87500001	88000001	43.3042
Chr2	88000001	88500001	44.2094
Chr2	88500001	89000001	44.3446
Chr2	89000001	89500001	44.034800000000004
Chr2	89500001	90000001	42.928
Chr2	90000001	90500001	43.649
Chr2	90500001	91000001	43.128
Chr2	91000001	91500001	43.4716
Chr2	91500001	92000001	43.6678
Chr2	92000001	92500001	42.626599999999996
Chr2	92500001	93000001	37.8798
Chr2	93000001	93500001	37.826
Chr2	93500001	94000001	38.0104
Chr2	94000001	94500001	40.6192
Chr2	94500001	95000001	43.174800000000005
Chr2	95000001	95500001	43.2072
Chr2	95500001	96000001	41.9732
Chr2	96000001	96500001	38.7342
Chr2	96500001	97000001	42.3624
Chr2	97000001	97500001	43.9942
Chr2	97500001	98000001	43.8424
Chr2	98000001	98500001	44.2882
Chr2	98500001	99000001	44.3384
Chr2	99000001	99500001	43.681
Chr2	99500001	100000001	43.0754
Chr2	100000001	100500001	44.008399999999995
Chr2	100500001	101000001	42.4984
Chr2	101000001	101500001	42.4884
Chr2	101500001	102000001	42.398
Chr2	102000001	102500001	43.105199999999996
Chr2	102500001	103000001	42.933
Chr2	103000001	103500001	43.2566
Chr2	103500001	104000001	43.9996
Chr2	104000001	104500001	44.1216
Chr2	104500001	105000001	45.1356
Chr2	105000001	105500001	45.0742
Chr2	105500001	106000001	44.1094
Chr2	106000001	106500001	44.3164
Chr2	106500001	107000001	43.7608
Chr2	107000001	107500001	44.344
Chr2	107500001	108000001	44.827
Chr2	108000001	108500001	44.2088
Chr2	108500001	109000001	44.0364
Chr2	109000001	109500001	44.775999999999996
Chr2	109500001	110000001	44.6604
Chr2	110000001	110500001	45.04
Chr2	110500001	111000001	45.2162
Chr2	111000001	111500001	45.0982
Chr2	111500001	112000001	45.3554
Chr2	112000001	112500001	44.3258
Chr2	112500001	113000001	45.119
Chr2	113000001	113500001	45.0508
Chr2	113500001	114000001	45.0028
Chr2	114000001	114500001	44.4014
Chr2	114500001	115000001	43.9572
Chr2	115000001	115500001	43.3482
Chr2	115500001	116000001	44.007200000000005
Chr2	116000001	116500001	44.615
Chr2	116500001	117000001	44.3474
Chr2	117000001	117500001	44.6116
Chr2	117500001	118000001	44.1978
Chr2	118000001	118500001	44.251000000000005
Chr2	118500001	119000001	43.876799999999996
Chr2	119000001	119500001	43.339800000000004
Chr2	119500001	120000001	44.3702
Chr2	120000001	120500001	44.0146
Chr2	120500001	121000001	44.1868
Chr2	121000001	121500001	45.852
Chr2	121500001	122000001	44.8148
Chr2	122000001	122500001	43.9638
Chr2	122500001	123000001	42.409200000000006
Chr2	123000001	123500001	44.214999999999996
Chr2	123500001	124000001	43.842
Chr2	124000001	124500001	43.868
Chr2	124500001	125000001	44.0944
Chr2	125000001	125500001	43.3344
Chr2	125500001	126000001	42.0752
Chr2	126000001	126500001	38.7136
Chr2	126500001	127000001	38.5654
Chr2	127000001	127500001	38.5532
Chr2	127500001	128000001	41.0482
Chr2	128000001	128500001	43.5502
Chr2	128500001	129000001	43.2186
Chr2	129000001	129500001	42.6424
Chr2	129500001	130000001	42.4084
Chr2	130000001	130500001	43.8282
Chr2	130500001	131000001	43.2622
Chr2	131000001	131500001	43.6072
Chr2	131500001	132000001	42.769800000000004
Chr2	132000001	132500001	43.1868
Chr2	132500001	133000001	43.6306
Chr2	133000001	133500001	44.3536
Chr2	133500001	134000001	44.5394
Chr2	134000001	134500001	44.559
Chr2	134500001	135000001	43.2284
Chr2	135000001	135500001	44.3604
Chr2	135500001	136000001	44.996
Chr2	136000001	136500001	44.9214
Chr2	136500001	137000001	43.5156
Chr2	137000001	137500001	50.3838
Chr2	137500001	138000001	42.7484
Chr2	138000001	138500001	41.2896
Chr2	138500001	139000001	42.3682
Chr2	139000001	139500001	42.187799999999996
Chr2	139500001	140000001	43.0306
Chr2	140000001	140500001	43.7166
Chr2	140500001	141000001	42.9444
Chr2	141000001	141500001	43.019600000000004
Chr2	141500001	142000001	42.823
Chr2	142000001	142500001	43.120999999999995
Chr2	142500001	143000001	42.851
Chr2	143000001	143500001	44.195
Chr2	143500001	144000001	44.3262
Chr2	144000001	144500001	43.6564
Chr2	144500001	145000001	44.9252
Chr2	145000001	145500001	43.2656
Chr2	145500001	146000001	42.263400000000004
Chr2	146000001	146500001	43.839
Chr2	146500001	147000001	44.8712
Chr2	147000001	147500001	44.043
Chr2	147500001	148000001	44.1854
Chr2	148000001	148500001	44.5822
Chr2	148500001	149000001	43.0184
Chr2	149000001	149500001	43.034
Chr2	149500001	150000001	42.1972
Chr2	150000001	150500001	44.1858
Chr2	150500001	151000001	43.503
Chr2	151000001	151500001	42.7934
Chr2	151500001	152000001	43.4488
Chr2	152000001	152500001	43.8048
Chr2	152500001	153000001	42.7616
Chr2	153000001	153500001	42.8112
Chr2	153500001	154000001	43.2538
Chr2	154000001	154500001	43.3326
Chr2	154500001	155000001	43.8436
Chr2	155000001	155500001	43.6802
Chr2	155500001	156000001	43.2384
Chr2	156000001	156500001	42.513600000000004
Chr2	156500001	157000001	42.397800000000004
Chr2	157000001	157500001	41.937000000000005
Chr2	157500001	158000001	42.8864
Chr2	158000001	158500001	43.1686
Chr2	158500001	159000001	43.1972
Chr2	159000001	159500001	44.056
Chr2	159500001	160000001	43.6252
Chr2	160000001	160500001	43.1778
Chr2	160500001	161000001	43.772800000000004
Chr2	161000001	161500001	43.0464
Chr2	161500001	162000001	43.8558
Chr2	162000001	162500001	44.3068
Chr2	162500001	163000001	44.3418
Chr2	163000001	163500001	43.4716
Chr2	163500001	164000001	44.232
Chr2	164000001	164500001	42.9966
Chr2	164500001	165000001	42.606
Chr2	165000001	165500001	43.0122
Chr2	165500001	166000001	42.619600000000005
Chr2	166000001	166500001	42.808600000000006
Chr2	166500001	167000001	42.126000000000005
Chr2	167000001	167500001	42.2016
Chr2	167500001	168000001	41.9756
Chr2	168000001	168500001	41.2738
Chr2	168500001	169000001	41.4376
Chr2	169000001	169500001	41.255199999999995
Chr2	169500001	170000001	41.865
Chr2	170000001	170500001	41.8256
Chr2	170500001	171000001	42.154599999999995
Chr2	171000001	171500001	43.0124
Chr2	171500001	172000001	43.181799999999996
Chr2	172000001	172500001	43.3472
Chr2	172500001	173000001	42.5088
Chr2	173000001	173500001	43.0236
Chr2	173500001	174000001	43.153999999999996
Chr2	174000001	174500001	42.8202
Chr2	174500001	175000001	43.1026
Chr2	175000001	175500001	42.5348
Chr2	175500001	176000001	42.403200000000005
Chr2	176000001	176500001	42.424800000000005
Chr2	176500001	177000001	42.8462
Chr2	177000001	177500001	42.320600000000006
Chr2	177500001	178000001	42.254599999999996
Chr2	178000001	178500001	41.841
Chr2	178500001	179000001	42.6156
Chr2	179000001	179500001	42.3324
Chr2	179500001	180000001	41.8346
Chr2	180000001	180500001	42.2264
Chr2	180500001	181000001	42.5272
Chr2	181000001	181500001	43.1814
Chr2	181500001	182000001	42.4028
Chr2	182000001	182500001	42.176399999999994
Chr2	182500001	183000001	42.6854
Chr2	183000001	183500001	42.281800000000004
Chr2	183500001	184000001	41.8692
Chr2	184000001	184500001	42.1058
Chr2	184500001	185000001	41.577
Chr2	185000001	185500001	42.2776
Chr2	185500001	186000001	42.5242
Chr2	186000001	186500001	42.465399999999995
Chr2	186500001	187000001	42.8758
Chr2	187000001	187500001	43.2934
Chr2	187500001	188000001	43.1846
Chr2	188000001	188500001	42.775600000000004
Chr2	188500001	189000001	43.5338
Chr2	189000001	189500001	42.6392
Chr2	189500001	190000001	43.3598
Chr2	190000001	190500001	42.7268
Chr2	190500001	191000001	42.2556
Chr2	191000001	191500001	42.319
Chr2	191500001	192000001	42.428
Chr2	192000001	192500001	42.156
Chr2	192500001	193000001	43.2672
Chr2	193000001	193500001	44.1616
Chr2	193500001	194000001	44.9896
Chr2	194000001	194500001	44.8566
Chr2	194500001	195000001	45.0054
Chr2	195000001	195500001	43.2432
Chr2	195500001	196000001	44.1436
Chr2	196000001	196500001	42.8082
Chr2	196500001	197000001	43.1442
Chr2	197000001	197500001	43.357600000000005
Chr2	197500001	198000001	44.0506
Chr2	198000001	198500001	43.8546
Chr2	198500001	199000001	42.93
Chr2	199000001	199500001	42.9894
Chr2	199500001	200000001	42.2996
Chr2	200000001	200500001	43.0976
Chr2	200500001	201000001	43.4802
Chr2	201000001	201500001	43.9274
Chr2	201500001	202000001	43.45
Chr2	202000001	202500001	43.3088
Chr2	202500001	203000001	41.2744
Chr2	203000001	203500001	42.581
Chr2	203500001	204000001	41.823
Chr2	204000001	204500001	41.891400000000004
Chr2	204500001	205000001	41.832
Chr2	205000001	205500001	42.7104
Chr2	205500001	206000001	42.1326
Chr2	206000001	206500001	42.186
Chr2	206500001	207000001	41.668
Chr2	207000001	207500001	41.05
Chr2	207500001	208000001	43.002
Chr2	208000001	208500001	42.2894
Chr2	208500001	209000001	42.0468
Chr2	209000001	209500001	42.237
Chr2	209500001	210000001	42.0814
Chr2	210000001	210500001	41.633399999999995
Chr2	210500001	211000001	42.3152
Chr2	211000001	211500001	41.0946
Chr2	211500001	212000001	42.031
Chr2	212000001	212500001	41.7186
Chr2	212500001	213000001	43.2666
Chr2	213000001	213500001	43.6982
Chr2	213500001	214000001	44.013600000000004
Chr2	214000001	214500001	42.6028
Chr2	214500001	215000001	42.617399999999996
Chr2	215000001	215500001	43.1636
Chr2	215500001	216000001	43.4606
Chr2	216000001	216500001	43.556
Chr2	216500001	217000001	43.364599999999996
Chr2	217000001	217500001	43.9658
Chr2	217500001	218000001	42.3258
Chr2	218000001	218500001	43.504599999999996
Chr2	218500001	219000001	42.6386
Chr2	219000001	219500001	42.4574
Chr2	219500001	220000001	42.8154
Chr2	220000001	220500001	43.1882
Chr2	220500001	221000001	43.178
Chr2	221000001	221500001	43.108000000000004
Chr2	221500001	222000001	43.1626
Chr2	222000001	222500001	42.5086
Chr2	222500001	223000001	42.5342
Chr2	223000001	223500001	42.1962
Chr2	223500001	224000001	42.120000000000005
Chr2	224000001	224500001	42.587599999999995
Chr2	224500001	225000001	42.471199999999996
Chr2	225000001	225500001	42.9864
Chr2	225500001	226000001	42.7538
Chr2	226000001	226500001	42.6924
Chr2	226500001	227000001	43.229800000000004
Chr2	227000001	227500001	42.9602
Chr2	227500001	228000001	40.8728
Chr2	228000001	228500001	42.6772
Chr2	228500001	229000001	42.6626
Chr2	229000001	229500001	42.8444
Chr2	229500001	230000001	43.217
Chr2	230000001	230500001	42.977399999999996
Chr2	230500001	231000001	43.0336
Chr2	231000001	231500001	42.403
Chr2	231500001	232000001	42.8658
Chr2	232000001	232500001	42.6776
Chr2	232500001	233000001	42.9118
Chr2	233000001	233500001	42.477399999999996
Chr2	233500001	234000001	42.4792
Chr2	234000001	234500001	42.1988
Chr2	234500001	235000001	42.7122
Chr2	235000001	235500001	43.459199999999996
Chr2	235500001	236000001	43.509
Chr2	236000001	236500001	43.352000000000004
Chr2	236500001	237000001	44.181799999999996
Chr2	237000001	237500001	45.169399999999996
Chr2	237500001	238000001	45.763799999999996
Chr2	238000001	238500001	44.7542
Chr2	238500001	239000001	45.3686
Chr2	239000001	239500001	44.568000000000005
Chr2	239500001	240000001	44.669799999999995
Chr2	240000001	240500001	45.742
Chr2	240500001	241000001	44.684400000000004
Chr2	241000001	241500001	45.214999999999996
Chr2	241500001	242000001	45.5532
Chr2	242000001	242500001	45.1354
Chr2	242500001	243000001	45.656200000000005
Chr2	243000001	243500001	45.5278
Chr2	243500001	244000001	45.8966
Chr2	244000001	244500001	46.7704
Chr2	244500001	245000001	45.968399999999995
Chr2	245000001	245500001	46.6534
Chr2	245500001	246000001	46.9584
Chr2	246000001	246500001	46.9182
Chr2	246500001	247000001	45.8032
Chr2	247000001	247500001	46.189400000000006
Chr2	247500001	248000001	46.849000000000004
Chr2	248000001	248500001	46.712399999999995
Chr2	248500001	249000001	47.1376
Chr2	249000001	249500001	46.613
Chr2	249500001	250000001	47.1524
Chr2	250000001	250500001	47.863
Chr2	250500001	251000001	47.4054
Chr2	251000001	251500001	48.647800000000004
Chr2	251500001	252000001	49.3074
Chr2	252000001	252500001	50.5954
Chr2	252500001	253000001	48.8256
Chr2	253000001	253500001	49.1896
Chr2	253500001	254000001	50.1772
Chr2	254000001	254500001	51.4424
Chr2	254500001	255000001	54.5236
Chr2	255000001	255164795	53.82902290131922
Chr3	1	500001	51.775000000000006
Chr3	500001	1000001	51.9944
Chr3	1000001	1500001	50.6896
Chr3	1500001	2000001	48.851
Chr3	2000001	2500001	48.0772
Chr3	2500001	3000001	47.1858
Chr3	3000001	3500001	46.7476
Chr3	3500001	4000001	47.6736
Chr3	4000001	4500001	46.453
Chr3	4500001	5000001	45.7934
Chr3	5000001	5500001	47.142
Chr3	5500001	6000001	47.5858
Chr3	6000001	6500001	46.1132
Chr3	6500001	7000001	43.8414
Chr3	7000001	7500001	44.857
Chr3	7500001	8000001	43.1582
Chr3	8000001	8500001	43.142599999999995
Chr3	8500001	9000001	43.3436
Chr3	9000001	9500001	43.9888
Chr3	9500001	10000001	43.5238
Chr3	10000001	10500001	43.0502
Chr3	10500001	11000001	42.8744
Chr3	11000001	11500001	43.6038
Chr3	11500001	12000001	43.0592
Chr3	12000001	12500001	42.7994
Chr3	12500001	13000001	42.753
Chr3	13000001	13500001	42.655
Chr3	13500001	14000001	42.6006
Chr3	14000001	14500001	42.7552
Chr3	14500001	15000001	42.9444
Chr3	15000001	15500001	42.968
Chr3	15500001	16000001	42.9486
Chr3	16000001	16500001	43.3812
Chr3	16500001	17000001	42.0368
Chr3	17000001	17500001	42.3164
Chr3	17500001	18000001	41.4742
Chr3	18000001	18500001	41.887600000000006
Chr3	18500001	19000001	43.2626
Chr3	19000001	19500001	42.659200000000006
Chr3	19500001	20000001	42.296
Chr3	20000001	20500001	42.3232
Chr3	20500001	21000001	41.6952
Chr3	21000001	21500001	42.6826
Chr3	21500001	22000001	42.2256
Chr3	22000001	22500001	41.9868
Chr3	22500001	23000001	42.6022
Chr3	23000001	23500001	42.520599999999995
Chr3	23500001	24000001	42.6968
Chr3	24000001	24500001	42.2522
Chr3	24500001	25000001	41.5514
Chr3	25000001	25500001	41.037800000000004
Chr3	25500001	26000001	42.0362
Chr3	26000001	26500001	41.899
Chr3	26500001	27000001	42.609
Chr3	27000001	27500001	41.9298
Chr3	27500001	28000001	42.714600000000004
Chr3	28000001	28500001	42.9456
Chr3	28500001	29000001	42.2638
Chr3	29000001	29500001	42.099399999999996
Chr3	29500001	30000001	41.889199999999995
Chr3	30000001	30500001	41.9264
Chr3	30500001	31000001	40.6426
Chr3	31000001	31500001	42.3886
Chr3	31500001	32000001	42.1372
Chr3	32000001	32500001	42.247800000000005
Chr3	32500001	33000001	41.6758
Chr3	33000001	33500001	42.6566
Chr3	33500001	34000001	42.2986
Chr3	34000001	34500001	42.937799999999996
Chr3	34500001	35000001	43.0094
Chr3	35000001	35500001	43.7652
Chr3	35500001	36000001	43.7516
Chr3	36000001	36500001	42.9486
Chr3	36500001	37000001	42.6288
Chr3	37000001	37500001	41.7978
Chr3	37500001	38000001	42.8008
Chr3	38000001	38500001	41.9326
Chr3	38500001	39000001	41.869
Chr3	39000001	39500001	42.8326
Chr3	39500001	40000001	42.2738
Chr3	40000001	40500001	44.8128
Chr3	40500001	41000001	44.7756
Chr3	41000001	41500001	43.507
Chr3	41500001	42000001	42.8872
Chr3	42000001	42500001	42.9334
Chr3	42500001	43000001	43.9384
Chr3	43000001	43500001	42.5738
Chr3	43500001	44000001	42.1624
Chr3	44000001	44500001	42.3566
Chr3	44500001	45000001	41.936
Chr3	45000001	45500001	42.564
Chr3	45500001	46000001	42.5148
Chr3	46000001	46500001	42.5574
Chr3	46500001	47000001	42.9136
Chr3	47000001	47500001	42.2526
Chr3	47500001	48000001	42.1062
Chr3	48000001	48500001	42.3604
Chr3	48500001	49000001	41.644999999999996
Chr3	49000001	49500001	41.0678
Chr3	49500001	50000001	41.0872
Chr3	50000001	50500001	41.721000000000004
Chr3	50500001	51000001	41.624
Chr3	51000001	51500001	41.0458
Chr3	51500001	52000001	42.1976
Chr3	52000001	52500001	42.4926
Chr3	52500001	53000001	42.4434
Chr3	53000001	53500001	42.194199999999995
Chr3	53500001	54000001	42.074600000000004
Chr3	54000001	54500001	42.2992
Chr3	54500001	55000001	42.3408
Chr3	55000001	55500001	41.8074
Chr3	55500001	56000001	41.458600000000004
Chr3	56000001	56500001	42.532599999999995
Chr3	56500001	57000001	42.220600000000005
Chr3	57000001	57500001	41.8062
Chr3	57500001	58000001	41.9132
Chr3	58000001	58500001	41.422599999999996
Chr3	58500001	59000001	41.394
Chr3	59000001	59500001	42.159200000000006
Chr3	59500001	60000001	41.7252
Chr3	60000001	60500001	42.0604
Chr3	60500001	61000001	40.4598
Chr3	61000001	61500001	42.4536
Chr3	61500001	62000001	42.2462
Chr3	62000001	62500001	42.6826
Chr3	62500001	63000001	42.0812
Chr3	63000001	63500001	42.153800000000004
Chr3	63500001	64000001	41.6978
Chr3	64000001	64500001	41.986200000000004
Chr3	64500001	65000001	42.4556
Chr3	65000001	65500001	41.2068
Chr3	65500001	66000001	42.3748
Chr3	66000001	66500001	41.3194
Chr3	66500001	67000001	43.206
Chr3	67000001	67500001	42.9282
Chr3	67500001	68000001	43.2374
Chr3	68000001	68500001	43.5168
Chr3	68500001	69000001	42.3298
Chr3	69000001	69500001	42.0022
Chr3	69500001	70000001	41.9728
Chr3	70000001	70500001	41.3456
Chr3	70500001	71000001	42.9096
Chr3	71000001	71500001	42.776599999999995
Chr3	71500001	72000001	42.4122
Chr3	72000001	72500001	42.751400000000004
Chr3	72500001	73000001	43.174800000000005
Chr3	73000001	73500001	43.1622
Chr3	73500001	74000001	42.7268
Chr3	74000001	74500001	42.152
Chr3	74500001	75000001	42.8008
Chr3	75000001	75500001	42.1832
Chr3	75500001	76000001	42.1956
Chr3	76000001	76500001	42.2356
Chr3	76500001	77000001	42.864200000000004
Chr3	77000001	77500001	42.7964
Chr3	77500001	78000001	42.274
Chr3	78000001	78500001	42.1402
Chr3	78500001	79000001	42.7624
Chr3	79000001	79500001	42.4924
Chr3	79500001	80000001	42.6026
Chr3	80000001	80500001	42.6772
Chr3	80500001	81000001	43.3438
Chr3	81000001	81500001	42.7934
Chr3	81500001	82000001	42.2964
Chr3	82000001	82500001	42.0886
Chr3	82500001	83000001	41.9426
Chr3	83000001	83500001	42.7582
Chr3	83500001	84000001	42.953599999999994
Chr3	84000001	84500001	42.3068
Chr3	84500001	85000001	42.9118
Chr3	85000001	85500001	43.342000000000006
Chr3	85500001	86000001	43.088
Chr3	86000001	86500001	42.2234
Chr3	86500001	87000001	43.0552
Chr3	87000001	87500001	41.8788
Chr3	87500001	88000001	43.642199999999995
Chr3	88000001	88500001	43.7422
Chr3	88500001	89000001	42.2456
Chr3	89000001	89500001	42.0516
Chr3	89500001	90000001	41.8634
Chr3	90000001	90500001	42.0216
Chr3	90500001	91000001	42.968
Chr3	91000001	91500001	41.5942
Chr3	91500001	92000001	42.1464
Chr3	92000001	92500001	41.9452
Chr3	92500001	93000001	43.1944
Chr3	93000001	93500001	44.0772
Chr3	93500001	94000001	43.5776
Chr3	94000001	94500001	42.4678
Chr3	94500001	95000001	43.7108
Chr3	95000001	95500001	42.7348
Chr3	95500001	96000001	42.0524
Chr3	96000001	96500001	42.4566
Chr3	96500001	97000001	43.269999999999996
Chr3	97000001	97500001	42.5474
Chr3	97500001	98000001	43.1732
Chr3	98000001	98500001	42.5938
Chr3	98500001	99000001	42.214
Chr3	99000001	99500001	42.826
Chr3	99500001	100000001	44.1762
Chr3	100000001	100500001	43.166
Chr3	100500001	101000001	43.35
Chr3	101000001	101500001	43.1024
Chr3	101500001	102000001	42.5318
Chr3	102000001	102500001	42.937599999999996
Chr3	102500001	103000001	43.093599999999995
Chr3	103000001	103500001	42.6236
Chr3	103500001	104000001	42.711
Chr3	104000001	104500001	43.405
Chr3	104500001	105000001	42.794
Chr3	105000001	105500001	43.0332
Chr3	105500001	106000001	42.0786
Chr3	106000001	106500001	42.714800000000004
Chr3	106500001	107000001	42.577999999999996
Chr3	107000001	107500001	42.6636
Chr3	107500001	108000001	42.302800000000005
Chr3	108000001	108500001	41.921
Chr3	108500001	109000001	41.8122
Chr3	109000001	109500001	42.0278
Chr3	109500001	110000001	41.9012
Chr3	110000001	110500001	42.3418
Chr3	110500001	111000001	41.6984
Chr3	111000001	111500001	42.115399999999994
Chr3	111500001	112000001	41.896
Chr3	112000001	112500001	42.2022
Chr3	112500001	113000001	42.8058
Chr3	113000001	113500001	42.3486
Chr3	113500001	114000001	42.3226
Chr3	114000001	114500001	42.2518
Chr3	114500001	115000001	42.6884
Chr3	115000001	115500001	42.6524
Chr3	115500001	116000001	42.5882
Chr3	116000001	116500001	42.5296
Chr3	116500001	117000001	43.3838
Chr3	117000001	117500001	42.5334
Chr3	117500001	118000001	42.7166
Chr3	118000001	118500001	42.4594
Chr3	118500001	119000001	42.6862
Chr3	119000001	119500001	42.5416
Chr3	119500001	120000001	43.7472
Chr3	120000001	120500001	42.4062
Chr3	120500001	121000001	43.223800000000004
Chr3	121000001	121500001	42.2036
Chr3	121500001	122000001	41.744
Chr3	122000001	122500001	42.6622
Chr3	122500001	123000001	41.7504
Chr3	123000001	123500001	42.0362
Chr3	123500001	124000001	42.502
Chr3	124000001	124500001	42.8448
Chr3	124500001	125000001	42.6192
Chr3	125000001	125500001	42.8962
Chr3	125500001	126000001	42.459599999999995
Chr3	126000001	126500001	42.583
Chr3	126500001	127000001	41.8708
Chr3	127000001	127500001	43.0232
Chr3	127500001	128000001	41.2848
Chr3	128000001	128500001	41.9594
Chr3	128500001	129000001	42.310199999999995
Chr3	129000001	129500001	42.071999999999996
Chr3	129500001	130000001	42.553000000000004
Chr3	130000001	130500001	41.998999999999995
Chr3	130500001	131000001	42.927
Chr3	131000001	131500001	41.915
Chr3	131500001	132000001	42.4116
Chr3	132000001	132500001	42.0874
Chr3	132500001	133000001	41.7974
Chr3	133000001	133500001	41.483399999999996
Chr3	133500001	134000001	42.3648
Chr3	134000001	134500001	42.5438
Chr3	134500001	135000001	42.351
Chr3	135000001	135500001	41.6516
Chr3	135500001	136000001	41.7914
Chr3	136000001	136500001	42.776199999999996
Chr3	136500001	137000001	41.85
Chr3	137000001	137500001	42.221199999999996
Chr3	137500001	138000001	42.376799999999996
Chr3	138000001	138500001	43.0522
Chr3	138500001	139000001	42.538599999999995
Chr3	139000001	139500001	41.6092
Chr3	139500001	140000001	41.918
Chr3	140000001	140500001	41.306
Chr3	140500001	141000001	41.604400000000005
Chr3	141000001	141500001	41.820800000000006
Chr3	141500001	142000001	42.320600000000006
Chr3	142000001	142500001	42.4636
Chr3	142500001	143000001	42.558800000000005
Chr3	143000001	143500001	42.126799999999996
Chr3	143500001	144000001	41.9838
Chr3	144000001	144500001	41.0756
Chr3	144500001	145000001	41.5122
Chr3	145000001	145500001	41.7436
Chr3	145500001	146000001	42.4346
Chr3	146000001	146500001	41.709
Chr3	146500001	147000001	42.2528
Chr3	147000001	147500001	42.2194
Chr3	147500001	148000001	41.052
Chr3	148000001	148500001	42.0184
Chr3	148500001	149000001	40.9208
Chr3	149000001	149500001	40.6894
Chr3	149500001	150000001	41.6428
Chr3	150000001	150500001	42.073
Chr3	150500001	151000001	41.5544
Chr3	151000001	151500001	42.6264
Chr3	151500001	152000001	44.846399999999996
Chr3	152000001	152500001	41.627399999999994
Chr3	152500001	153000001	42.8846
Chr3	153000001	153500001	41.9628
Chr3	153500001	154000001	41.620400000000004
Chr3	154000001	154500001	42.513
Chr3	154500001	155000001	41.6012
Chr3	155000001	155500001	44.3126
Chr3	155500001	156000001	41.720600000000005
Chr3	156000001	156500001	41.8514
Chr3	156500001	157000001	42.0972
Chr3	157000001	157500001	41.721000000000004
Chr3	157500001	158000001	41.4112
Chr3	158000001	158500001	42.475
Chr3	158500001	159000001	41.9144
Chr3	159000001	159500001	42.198600000000006
Chr3	159500001	160000001	41.6984
Chr3	160000001	160500001	41.734
Chr3	160500001	161000001	41.8328
Chr3	161000001	161500001	42.0478
Chr3	161500001	162000001	41.7664
Chr3	162000001	162500001	42.6464
Chr3	162500001	163000001	42.5364
Chr3	163000001	163500001	40.9796
Chr3	163500001	164000001	42.757
Chr3	164000001	164500001	42.4458
Chr3	164500001	165000001	41.58
Chr3	165000001	165500001	41.8918
Chr3	165500001	166000001	41.1488
Chr3	166000001	166500001	41.2632
Chr3	166500001	167000001	40.4256
Chr3	167000001	167500001	40.8498
Chr3	167500001	168000001	40.8308
Chr3	168000001	168500001	41.300799999999995
Chr3	168500001	169000001	41.922
Chr3	169000001	169500001	42.7792
Chr3	169500001	170000001	42.1104
Chr3	170000001	170500001	41.3744
Chr3	170500001	171000001	42.426
Chr3	171000001	171500001	42.1854
Chr3	171500001	172000001	43.0098
Chr3	172000001	172500001	42.504
Chr3	172500001	173000001	41.8372
Chr3	173000001	173500001	40.9402
Chr3	173500001	174000001	42.0304
Chr3	174000001	174500001	42.147
Chr3	174500001	175000001	41.5946
Chr3	175000001	175500001	41.970800000000004
Chr3	175500001	176000001	42.4124
Chr3	176000001	176500001	42.4112
Chr3	176500001	177000001	42.2682
Chr3	177000001	177500001	42.6222
Chr3	177500001	178000001	41.0334
Chr3	178000001	178500001	42.5756
Chr3	178500001	179000001	42.4352
Chr3	179000001	179500001	41.8834
Chr3	179500001	180000001	41.159600000000005
Chr3	180000001	180500001	42.269
Chr3	180500001	181000001	42.660599999999995
Chr3	181000001	181500001	42.252
Chr3	181500001	182000001	40.9674
Chr3	182000001	182500001	42.0776
Chr3	182500001	183000001	42.5832
Chr3	183000001	183500001	42.7194
Chr3	183500001	184000001	43.1636
Chr3	184000001	184500001	43.1726
Chr3	184500001	185000001	43.2002
Chr3	185000001	185500001	42.5486
Chr3	185500001	186000001	40.6688
Chr3	186000001	186500001	42.464
Chr3	186500001	187000001	40.9322
Chr3	187000001	187500001	42.7974
Chr3	187500001	188000001	42.798
Chr3	188000001	188500001	43.0868
Chr3	188500001	189000001	42.8112
Chr3	189000001	189500001	42.257400000000004
Chr3	189500001	190000001	42.1444
Chr3	190000001	190500001	42.327799999999996
Chr3	190500001	191000001	41.5006
Chr3	191000001	191500001	41.855
Chr3	191500001	192000001	42.6262
Chr3	192000001	192500001	42.2366
Chr3	192500001	193000001	44.1934
Chr3	193000001	193500001	44.975
Chr3	193500001	194000001	42.3392
Chr3	194000001	194500001	43.2914
Chr3	194500001	195000001	42.9198
Chr3	195000001	195500001	43.0104
Chr3	195500001	196000001	43.2126
Chr3	196000001	196500001	43.0246
Chr3	196500001	197000001	43.4346
Chr3	197000001	197500001	43.5044
Chr3	197500001	198000001	43.6738
Chr3	198000001	198500001	43.4806
Chr3	198500001	199000001	43.8776
Chr3	199000001	199500001	44.3756
Chr3	199500001	200000001	44.4452
Chr3	200000001	200500001	43.7314
Chr3	200500001	201000001	43.858200000000004
Chr3	201000001	201500001	43.4566
Chr3	201500001	202000001	44.112
Chr3	202000001	202500001	44.7394
Chr3	202500001	203000001	44.8262
Chr3	203000001	203500001	44.882
Chr3	203500001	204000001	45.3204
Chr3	204000001	204500001	46.314
