Chromosome,Start,End,Feature
Chr1,146463038,146463151,CDS
Chr1,178766616,178767215,CDS
Chr1,178772172,178772225,CDS
Chr1,178774530,178774574,CDS
Chr1,178796285,178796329,CDS
Chr1,178798054,178798209,CDS
Chr1,178799273,178799722,CDS
Chr1,178804742,178805002,CDS
Chr1,178809871,178810485,CDS
Chr1,34285436,34285492,CDS
Chr1,34228829,34228873,CDS
Chr1,34113764,34113850,CDS
Chr1,178360410,178362752,CDS
Chr1,10511181,10511225,CDS
Chr1,10521400,10521555,CDS
Chr1,231465171,231465227,CDS
Chr1,231338300,231338386,CDS
Chr1,231295924,231295974,CDS
Chr1,11494497,11494661,CDS
Chr1,11578135,11578182,CDS
Chr1,204600439,204601008,CDS
Chr1,204592623,204592685,CDS
Chr1,204585134,204585205,CDS
Chr1,204564943,204565014,CDS
Chr1,204564764,204564832,CDS
Chr1,204554635,204554673,CDS
Chr1,204552601,204553155,CDS
Chr1,204550124,204550375,CDS
Chr1,204547668,204547838,CDS
Chr1,204542468,204542509,CDS
Chr1,204539653,204539736,CDS
Chr1,204537770,204537832,CDS
Chr1,204536808,204536858,CDS
Chr1,204534615,204534743,CDS
Chr1,204532382,204532516,CDS
Chr1,204530827,204530928,CDS
Chr1,204527661,204527807,CDS
Chr1,204527470,204527553,CDS
Chr1,204525333,204525431,CDS
Chr1,251286725,251286916,CDS
Chr1,251173867,251173893,CDS
Chr1,205804528,205804686,CDS
Chr1,205873012,205873104,CDS
Chr1,81703812,81704024,CDS
Chr1,178504534,178504638,CDS
Chr1,178502234,178502386,CDS
Chr1,178499900,178499989,CDS
Chr1,291895796,291895894,CDS
Chr1,291895916,291896302,CDS
Chr1,291907286,291907363,CDS
Chr1,291910306,291910344,CDS
Chr1,291911148,291911177,CDS
Chr1,291916077,291916199,CDS
Chr1,291918841,291918981,CDS
Chr1,291919877,291919945,CDS
Chr1,291922160,291922255,CDS
Chr1,291922699,291922779,CDS
Chr1,291924332,291924394,CDS
Chr1,211024618,211024851,CDS
Chr1,211039880,211040116,CDS
Chr1,211046702,211046926,CDS
Chr1,211049014,211049184,CDS
Chr1,211051893,211052048,CDS
Chr1,211054682,211054810,CDS
Chr1,211057373,211057498,CDS
Chr1,211059196,211059315,CDS
Chr1,108986195,108986371,CDS
Chr1,108896882,108897085,CDS
Chr1,108822271,108822357,CDS
Chr1,4168631,4168678,CDS
Chr1,4112768,4112917,CDS
Chr1,4111202,4111336,CDS
Chr1,14977311,14977364,CDS
Chr1,14901343,14901384,CDS
Chr1,20041377,20041517,CDS
Chr1,20043903,20043935,CDS
Chr1,198615577,198616680,CDS
Chr1,198619331,198619537,CDS
Chr1,198620580,198620744,CDS
Chr1,198622240,198622398,CDS
Chr1,198624741,198624917,CDS
Chr1,198626014,198626247,CDS
Chr1,198628609,198628695,CDS
Chr1,198629106,198629240,CDS
Chr1,198630173,198630340,CDS
Chr1,198636523,198636765,CDS
Chr1,198637630,198637800,CDS
Chr1,198638768,198638863,CDS
Chr1,198640914,198641063,CDS
Chr1,198642199,198642342,CDS
Chr1,198643352,198643552,CDS
Chr1,198643662,198643784,CDS
Chr1,198644455,198644550,CDS
Chr1,198646272,198646526,CDS
Chr1,199564797,199565549,CDS
Chr1,237059491,237059913,CDS
Chr1,109146580,109146618,CDS
Chr1,109155401,109155646,CDS
Chr1,5522487,5522516,CDS
Chr1,5472656,5472853,CDS
Chr1,124428619,124428741,CDS
Chr1,124414969,124415232,CDS
Chr1,49858607,49858858,CDS
Chr1,49860018,49860245,CDS
Chr1,49860839,49861066,CDS
Chr1,49862356,49862460,CDS
Chr1,49862826,49863044,CDS
Chr1,49863737,49863781,CDS
Chr1,49870474,49870539,CDS
Chr1,49871071,49871181,CDS
Chr1,49873877,49874035,CDS
Chr1,49893437,49893556,CDS
Chr1,193648239,193648331,CDS
Chr1,193647085,193647210,CDS
Chr1,193635364,193635456,CDS
Chr1,193625354,193625464,CDS
Chr1,193623192,193623272,CDS
Chr1,193623125,193623184,CDS
Chr1,193622962,193623114,CDS
Chr1,287734884,287736002,CDS
Chr1,245887923,245888093,CDS
Chr1,245883349,245883483,CDS
Chr1,6144112,6144936,CDS
Chr1,129590857,129591600,CDS
Chr1,243056449,243056658,CDS
Chr1,244799969,244800268,CDS
Chr1,35300198,35300863,CDS
Chr1,2216663,2216734,CDS
Chr1,2142964,2143029,CDS
Chr1,68210993,68211073,CDS
Chr1,68086192,68086380,CDS
Chr1,60221859,60221945,CDS
Chr1,60231336,60231548,CDS
Chr1,241446557,241446607,CDS
Chr1,241332471,241332812,CDS
Chr1,17525646,17526479,CDS
Chr1,103954306,103954365,CDS
Chr1,103965886,103966692,CDS
Chr1,199378318,199378647,CDS
Chr1,199488133,199488357,CDS
Chr1,199516925,199517191,CDS
Chr1,56910145,56910219,CDS
Chr1,56908211,56908423,CDS
Chr1,56784868,56784909,CDS
Chr1,109868321,109868422,CDS
Chr1,109947618,109947701,CDS
Chr1,236647811,236648017,CDS
Chr1,236653504,236653611,CDS
Chr1,177868932,177869954,CDS
Chr1,177936841,177936876,CDS
Chr1,256370955,256371176,CDS
Chr1,256351992,256352117,CDS
Chr1,199355923,199356105,CDS
Chr1,199363854,199364120,CDS
Chr1,48492698,48492805,CDS
Chr1,48588379,48588540,CDS
Chr1,109383543,109383587,CDS
Chr1,109281457,109281573,CDS
Chr1,114702358,114703329,CDS
Chr1,114711594,114712355,CDS
Chr1,9897567,9897677,CDS
Chr1,9925518,9925601,CDS
Chr1,204956102,204956251,CDS
Chr1,204957135,204957200,CDS
Chr1,204958960,204959106,CDS
Chr1,204962310,204962405,CDS
Chr1,204963534,204963629,CDS
Chr1,204964514,204964636,CDS
Chr1,114171369,114171419,CDS
Chr1,114183045,114183533,CDS
Chr1,114190006,114190113,CDS
Chr1,114191437,114191982,CDS
Chr1,114194679,114194789,CDS
Chr1,114194905,114195000,CDS
Chr1,114207986,114208162,CDS
Chr1,114208901,114209008,CDS
Chr1,114210392,114210568,CDS
Chr1,114215651,114216214,CDS
Chr1,31475034,31475129,CDS
Chr1,31473079,31473180,CDS
Chr1,123788663,123788749,CDS
Chr1,123883349,123883411,CDS
Chr1,123896824,123896889,CDS
Chr1,87752543,87752641,CDS
Chr1,87754756,87754836,CDS
Chr1,87756804,87756917,CDS
Chr1,87875994,87876179,CDS
Chr1,87879640,87879906,CDS
Chr1,87883506,87883640,CDS
Chr1,87885839,87885898,CDS
Chr1,87887508,87887594,CDS
Chr1,81695778,81695924,CDS
Chr1,193773588,193773635,CDS
Chr1,193765302,193765421,CDS
Chr1,193760611,193760754,CDS
Chr1,124523497,124523526,CDS
Chr1,124432331,124432438,CDS
Chr1,150054637,150054855,CDS
Chr1,150083797,150083868,CDS
Chr1,192050483,192050545,CDS
Chr1,191931178,191931243,CDS
Chr1,295834438,295834506,CDS
Chr1,295845514,295845546,CDS
Chr1,295957700,295957735,CDS
Chr1,176773519,176773638,CDS
Chr1,176816501,176816569,CDS
Chr1,157127475,157128215,CDS
Chr1,157147868,157148128,CDS
Chr1,157151631,157151837,CDS
Chr1,157152442,157152633,CDS
Chr1,157155070,157155168,CDS
Chr1,157156809,157156895,CDS
Chr1,157162558,157162656,CDS
Chr1,114481275,114482264,CDS
Chr1,269059155,269059430,CDS
Chr1,269055064,269055165,CDS
Chr1,268988617,268988925,CDS
Chr1,114990631,114990837,CDS
Chr1,115077899,115077946,CDS
Chr1,150670926,150671261,CDS
Chr1,150728828,150728872,CDS
Chr1,178249879,178250418,CDS
Chr1,178196850,178197362,CDS
Chr1,124892068,124892487,CDS
Chr1,124888856,124889293,CDS
Chr1,105569584,105569622,CDS
Chr1,105640275,105640322,CDS
Chr1,105656549,105656584,CDS
Chr1,55811445,55811537,CDS
Chr1,55763853,55763948,CDS
Chr1,153938840,153938932,CDS
Chr1,153937158,153937661,CDS
Chr1,153936779,153936931,CDS
Chr1,153934914,153935072,CDS
Chr1,71962932,71963048,CDS
Chr1,71934827,71934895,CDS
Chr1,286175806,286176390,CDS
Chr1,17042469,17042528,CDS
Chr1,17137134,17137178,CDS
Chr1,17205348,17205389,CDS
Chr1,13526386,13526496,CDS
Chr1,13526008,13526382,CDS
Chr1,28742713,28742778,CDS
Chr1,28648420,28648500,CDS
Chr1,58118704,58118799,CDS
Chr1,58209584,58209763,CDS
Chr1,161071559,161071669,CDS
Chr1,160972116,160972145,CDS
Chr1,160929334,160929366,CDS
Chr1,37222088,37222204,CDS
Chr1,37114206,37114286,CDS
Chr1,287638927,287638968,CDS
Chr1,287688087,287688203,CDS
Chr1,250105108,250105257,CDS
Chr1,250157107,250157220,CDS
Chr1,58676847,58678064,CDS
Chr1,111386141,111386674,CDS
Chr1,213243622,213243666,CDS
Chr1,213351788,213351922,CDS
Chr1,18586128,18586637,CDS
Chr1,18655052,18655318,CDS
Chr1,43149536,43149574,CDS
Chr1,43148973,43149101,CDS
Chr1,43128129,43128188,CDS
Chr1,43109372,43109536,CDS
Chr1,43012421,43012489,CDS
Chr1,221136323,221136463,CDS
Chr1,221093734,221093775,CDS
Chr1,241195592,241195633,CDS
Chr1,241164222,241164350,CDS
Chr1,199359047,199359277,CDS
Chr1,199379151,199379426,CDS
Chr1,199499874,199500119,CDS
Chr1,199537715,199538917,CDS
Chr1,283359858,283359893,CDS
Chr1,283344383,283344535,CDS
Chr1,16149664,16149699,CDS
Chr1,16086190,16086240,CDS
Chr1,107459637,107459717,CDS
Chr1,107464425,107464493,CDS
Chr1,107464607,107464693,CDS
Chr1,107470448,107470525,CDS
Chr1,107476590,107476778,CDS
Chr1,235320538,235321038,CDS
Chr1,288449994,288450053,CDS
Chr1,288452719,288452847,CDS
Chr1,288456261,288456347,CDS
Chr1,1124252,1124353,CDS
Chr1,1036148,1036396,CDS
Chr1,208917461,208917604,CDS
Chr1,208916075,208916191,CDS
Chr1,208914942,208915097,CDS
Chr1,30058398,30058439,CDS
Chr1,29945135,29945311,CDS
Chr1,29870534,29870593,CDS
Chr1,29804036,29804074,CDS
Chr1,219484099,219484224,CDS
Chr1,219494883,219494993,CDS
Chr1,219521231,219521269,CDS
Chr1,219617750,219617803,CDS
Chr1,31074007,31074123,CDS
Chr1,31074385,31074615,CDS
Chr1,31076370,31076522,CDS
Chr1,31202707,31202772,CDS
Chr1,203537673,203537777,CDS
Chr1,203539384,203539470,CDS
Chr1,203540462,203540521,CDS
Chr1,203542393,203542530,CDS
Chr1,203543589,203543696,CDS
Chr1,203547311,203547454,CDS
Chr1,163905578,163905712,CDS
Chr1,163942053,163942115,CDS
Chr1,179764650,179764808,CDS
Chr1,179760078,179760293,CDS
Chr1,179758417,179758593,CDS
Chr1,179757222,179757335,CDS
Chr1,179753576,179753746,CDS
Chr1,179752143,179752223,CDS
Chr1,18609145,18609768,CDS
Chr1,96111370,96111801,CDS
Chr1,96116430,96116498,CDS
Chr1,96118067,96118189,CDS
Chr1,70090897,70091070,CDS
Chr1,70102502,70102561,CDS
Chr1,70117063,70117266,CDS
Chr1,70119014,70119154,CDS
Chr1,226430690,226431217,CDS
Chr1,226428685,226428825,CDS
Chr1,182407382,182407498,CDS
Chr1,182408827,182408895,CDS
Chr1,182409993,182410121,CDS
Chr1,182415749,182415871,CDS
Chr1,182416106,182416180,CDS
Chr1,286039122,286039208,CDS
Chr1,286129350,286129496,CDS
Chr1,22603834,22604007,CDS
Chr1,22531753,22531863,CDS
Chr1,233247971,233248126,CDS
Chr1,233280731,233280811,CDS
Chr1,20971728,20971880,CDS
Chr1,21097306,21097371,CDS
Chr1,22545962,22546006,CDS
Chr1,22450611,22451525,CDS
Chr1,111322596,111323186,CDS
Chr1,181154184,181154486,CDS
Chr1,45931797,45931898,CDS
Chr1,45930519,45930680,CDS
Chr1,45925747,45926319,CDS
Chr1,45925042,45925326,CDS
Chr1,45923451,45923546,CDS
Chr1,45922553,45922651,CDS
Chr1,81327466,81327516,CDS
Chr1,81454736,81454828,CDS
Chr1,81525784,81525882,CDS
Chr1,207813433,207813558,CDS
Chr1,207896612,207896737,CDS
Chr1,182115218,182115346,CDS
Chr1,182052794,182052826,CDS
Chr1,150334392,150334490,CDS
Chr1,150236257,150236301,CDS
Chr1,182350557,182352128,CDS
Chr1,18651070,18651579,CDS
Chr1,18701329,18701391,CDS
Chr1,182372304,182372366,CDS
Chr1,182474086,182474178,CDS
Chr1,201832590,201832685,CDS
Chr1,201943815,201943856,CDS
Chr1,46184855,46185043,CDS
Chr1,46240284,46240412,CDS
Chr1,46241538,46241618,CDS
Chr1,46249943,46250089,CDS
Chr1,46256571,46256699,CDS
Chr1,46259692,46259781,CDS
Chr1,46259866,46259991,CDS
Chr1,46268740,46268847,CDS
Chr1,46270055,46270195,CDS
Chr1,46270282,46270419,CDS
Chr1,46277300,46277434,CDS
Chr1,46281086,46281466,CDS
Chr1,46289280,46289390,CDS
Chr1,46289541,46289642,CDS
Chr1,46289716,46289838,CDS
Chr1,283471936,283472079,CDS
Chr1,283590925,283591035,CDS
Chr1,215342865,215342909,CDS
Chr1,215323288,215323347,CDS
Chr1,215253963,215254052,CDS
Chr1,215187577,215187642,CDS
Chr1,94397877,94398029,CDS
Chr1,94515902,94515985,CDS
Chr1,133977863,133977934,CDS
Chr1,133965888,133966181,CDS
Chr1,233126102,233126221,CDS
Chr1,233125702,233125743,CDS
Chr1,233123795,233123896,CDS
Chr1,233122588,233122698,CDS
Chr1,233121330,233121419,CDS
Chr1,233118821,233119021,CDS
Chr1,233116139,233116204,CDS
Chr1,233112289,233112504,CDS
Chr1,233110892,233111041,CDS
Chr1,233110468,233110599,CDS
Chr1,233108636,233108767,CDS
Chr1,233107477,233107659,CDS
Chr1,175670649,175670732,CDS
Chr1,175650060,175650143,CDS
Chr1,243056449,243056646,CDS
Chr1,243001330,243001440,CDS
Chr1,242998045,242998230,CDS
Chr1,242996812,242996913,CDS
Chr1,242874442,242874573,CDS
Chr1,242822005,242822055,CDS
Chr1,242820446,242820517,CDS
Chr1,242776255,242776353,CDS
Chr1,242775610,242775708,CDS
Chr1,242658948,242659022,CDS
Chr1,242601239,242601391,CDS
Chr1,43311731,43311922,CDS
Chr1,43314432,43314515,CDS
Chr1,193698342,193698449,CDS
Chr1,193801943,193801984,CDS
Chr1,193855470,193855640,CDS
Chr1,168395718,168396152,CDS
Chr1,31470213,31472057,CDS
Chr1,72989575,72989679,CDS
Chr1,72942218,72942292,CDS
Chr1,72893213,72893269,CDS
Chr1,151561100,151561162,CDS
Chr1,151595383,151595547,CDS
Chr1,196037921,196039252,CDS
Chr1,9120741,9120923,CDS
Chr1,8990740,8990778,CDS
Chr1,8921621,8921689,CDS
Chr1,31361441,31361584,CDS
Chr1,31301228,31301446,CDS
Chr1,187202598,187202750,CDS
Chr1,187161577,187161672,CDS
Chr1,98889753,98889926,CDS
Chr1,99007725,99007844,CDS
Chr1,172115027,172115431,CDS
Chr1,172116403,172116522,CDS
Chr1,179719884,179720300,CDS
Chr1,179720390,179720482,CDS
Chr1,179724405,179724473,CDS
Chr1,179725068,179725178,CDS
Chr1,179725267,179725410,CDS
Chr1,75198782,75198856,CDS
Chr1,75200569,75200685,CDS
Chr1,75202748,75202870,CDS
Chr1,75203532,75203696,CDS
Chr1,75206118,75206252,CDS
Chr1,75208240,75208338,CDS
Chr1,75209422,75209487,CDS
Chr1,75209582,75209680,CDS
Chr1,197965408,197965521,CDS
Chr1,197971641,197971736,CDS
Chr1,197973200,197973292,CDS
Chr1,197976283,197976489,CDS
Chr1,197977604,197977780,CDS
Chr1,179113095,179113172,CDS
Chr1,179128734,179128811,CDS
Chr1,75733091,75733138,CDS
Chr1,75722602,75722688,CDS
Chr1,139224802,139224879,CDS
Chr1,139227152,139227277,CDS
Chr1,139228862,139229032,CDS
Chr1,139229981,139230109,CDS
Chr1,278734619,278734783,CDS
Chr1,278733921,278734067,CDS
Chr1,278733292,278733513,CDS
Chr1,278732590,278732763,CDS
Chr1,204703291,204703491,CDS
Chr1,204733673,204733900,CDS
Chr1,204735493,204735657,CDS
Chr1,204742431,204742652,CDS
Chr1,284951649,284951732,CDS
Chr1,284950453,284950509,CDS
Chr1,284949926,284950054,CDS
Chr1,284946086,284946226,CDS
Chr1,284945370,284945516,CDS
Chr1,284944999,284945052,CDS
Chr1,199377262,199377594,CDS
Chr1,199379973,199380236,CDS
Chr1,199380467,199380742,CDS
Chr1,199445141,199445386,CDS
Chr1,199506131,199507282,CDS
Chr1,29844491,29844529,CDS
Chr1,29847494,29847703,CDS
Chr1,29851483,29851599,CDS
Chr1,29852403,29852567,CDS
Chr1,29857614,29857754,CDS
Chr1,29859551,29859757,CDS
Chr1,29860278,29860349,CDS
Chr1,29860640,29860744,CDS
Chr1,243906784,243908307,CDS
Chr1,186497803,186498744,CDS
Chr1,139435710,139436159,CDS
Chr1,139435552,139435686,CDS
Chr1,80684626,80685018,CDS
Chr1,80685054,80685221,CDS
Chr1,80709932,80709982,CDS
Chr1,235799782,235799913,CDS
Chr1,235911327,235911413,CDS
Chr1,190442665,190442724,CDS
Chr1,190548192,190548542,CDS
Chr1,199359355,199359633,CDS
Chr1,199367071,199367340,CDS
Chr1,199375998,199376273,CDS
Chr1,199377316,199377600,CDS
Chr1,199506122,199507282,CDS
Chr1,171218161,171219057,CDS
Chr1,199371184,199371465,CDS
Chr1,199372020,199372286,CDS
Chr1,199376558,199376803,CDS
Chr1,199377307,199377600,CDS
Chr1,199506122,199507282,CDS
Chr1,171860318,171860569,CDS
Chr1,171878356,171878430,CDS
Chr1,171882073,171882171,CDS
Chr1,171883972,171884007,CDS
Chr1,171886152,171886202,CDS
Chr1,171886871,171886993,CDS
Chr1,171888667,171888831,CDS
Chr1,171892761,171892934,CDS
Chr1,171898202,171898303,CDS
Chr1,277207874,277208008,CDS
Chr1,277336606,277336686,CDS
Chr1,204757097,204757309,CDS
Chr1,204762287,204762364,CDS
Chr1,280218416,280218859,CDS
Chr1,193974080,193974127,CDS
Chr1,193856481,193856522,CDS
Chr1,64387888,64388034,CDS
Chr1,64391549,64391734,CDS
Chr1,64393399,64393623,CDS
Chr1,64395299,64395427,CDS
Chr1,64396249,64396461,CDS
Chr1,64397082,64397186,CDS
Chr1,64403099,64403206,CDS
Chr1,64403765,64403959,CDS
Chr1,7091154,7091207,CDS
Chr1,7105247,7105354,CDS
Chr1,99058457,99058498,CDS
Chr1,98982411,98982566,CDS
Chr1,98858669,98858824,CDS
Chr1,251330565,251330855,CDS
Chr1,251304656,251304766,CDS
Chr1,251193821,251193862,CDS
Chr1,235324808,235325707,CDS
Chr1,256252456,256252698,CDS
Chr1,3951695,3951745,CDS
Chr1,3954603,3954677,CDS
Chr1,241687953,241688054,CDS
Chr1,241688583,241688690,CDS
Chr1,241689410,241689607,CDS
Chr1,241689991,241690092,CDS
Chr1,241691013,241691129,CDS
Chr1,241692858,241692992,CDS
Chr1,178361238,178362851,CDS
Chr1,243107682,243107873,CDS
Chr1,243113817,243113927,CDS
Chr1,243114571,243114789,CDS
Chr1,243116482,243116619,CDS
Chr1,243117769,243117819,CDS
Chr1,243226602,243226673,CDS
Chr1,243227275,243227373,CDS
Chr1,243228590,243228688,CDS
Chr1,243230391,243230465,CDS
Chr1,243231076,243231198,CDS
Chr1,243233443,243233490,CDS
Chr1,135719188,135719268,CDS
Chr1,135609219,135609299,CDS
Chr1,285717212,285717319,CDS
Chr1,285601613,285601687,CDS
Chr1,17408308,17408361,CDS
Chr1,17422649,17422765,CDS
Chr1,17506377,17506457,CDS
Chr1,100352536,100352658,CDS
Chr1,100362465,100362533,CDS
Chr1,21819552,21819584,CDS
Chr1,21937338,21937547,CDS
Chr1,100321642,100321719,CDS
Chr1,100404250,100404348,CDS
Chr1,100516085,100516183,CDS
Chr1,204454582,204454650,CDS
Chr1,204453690,204453818,CDS
Chr1,204452804,204452845,CDS
Chr1,204451163,204451252,CDS
Chr1,204448800,204448949,CDS
Chr1,204445085,204445252,CDS
Chr1,204444517,204444603,CDS
Chr1,204442393,204442530,CDS
Chr1,204440937,204442058,CDS
Chr1,288167053,288167535,CDS
Chr1,259650701,259651441,CDS
Chr1,48798800,48799045,CDS
Chr1,48714248,48714301,CDS
Chr1,296851054,296851323,CDS
Chr1,296857113,296857187,CDS
Chr1,296858634,296858723,CDS
Chr1,296859032,296859241,CDS
Chr1,172160611,172160817,CDS
Chr1,172225449,172225496,CDS
Chr1,9746802,9747029,CDS
Chr1,9633848,9633919,CDS
Chr1,216450586,216450651,CDS
Chr1,216576803,216576928,CDS
Chr1,107648871,107648921,CDS
Chr1,107692382,107692423,CDS
Chr1,107777533,107777571,CDS
Chr1,221548556,221548588,CDS
Chr1,221666543,221666902,CDS
Chr1,118522709,118522750,CDS
Chr1,118474933,118475241,CDS
Chr1,183469638,183469712,CDS
Chr1,183433809,183433910,CDS
Chr1,18897106,18897336,CDS
Chr1,171065764,171065814,CDS
Chr1,171077643,171077720,CDS
Chr1,287686025,287686996,CDS
Chr1,240931748,240931831,CDS
Chr1,240951626,240951673,CDS
Chr1,124584017,124584118,CDS
Chr1,124581794,124582045,CDS
Chr1,124575904,124576002,CDS
Chr1,124573088,124573201,CDS
Chr1,124572017,124572103,CDS
Chr1,124569191,124569271,CDS
Chr1,124568592,124568693,CDS
Chr1,124566779,124566919,CDS
Chr1,124565845,124566069,CDS
Chr1,124564177,124564302,CDS
Chr1,124563448,124563768,CDS
Chr1,124561740,124562285,CDS
Chr1,243182947,243183138,CDS
Chr1,243171508,243171705,CDS
Chr1,243170332,243170463,CDS
Chr1,243167103,243167159,CDS
Chr1,243164838,243164912,CDS
Chr1,243163133,243163231,CDS
Chr1,243162204,243162305,CDS
Chr1,243161311,243161382,CDS
Chr1,243160575,243160697,CDS
Chr1,243158782,243158826,CDS
Chr1,243809439,243809606,CDS
Chr1,243812830,243812952,CDS
Chr1,243815409,243815594,CDS
Chr1,243816689,243816790,CDS
Chr1,243822422,243822544,CDS
Chr1,243825366,243825416,CDS
Chr1,243830093,243830188,CDS
Chr1,243832097,243832201,CDS
Chr1,243833195,243833269,CDS
Chr1,243833420,243833542,CDS
Chr1,279569773,279570003,CDS
Chr1,169530493,169530543,CDS
Chr1,169629541,169629897,CDS
Chr1,29956885,29957088,CDS
Chr1,29957821,29957895,CDS
Chr1,29961042,29961101,CDS
Chr1,29243669,29243872,CDS
Chr1,241839806,241839853,CDS
Chr1,241865327,241865536,CDS
Chr1,152814055,152814291,CDS
Chr1,152810036,152810416,CDS
Chr1,243514313,243515743,CDS
Chr1,94839101,94840720,CDS
Chr1,199522027,199522593,CDS
Chr1,199561306,199561869,CDS
Chr1,30981538,30982236,CDS
Chr1,180540490,180540651,CDS
Chr1,180622393,180622470,CDS
Chr1,111328184,111328753,CDS
Chr1,245335020,245335265,CDS
Chr1,245334395,245334562,CDS
Chr1,245292754,245293101,CDS
Chr1,199376022,199376324,CDS
Chr1,199379545,199379760,CDS
Chr1,188089731,188089802,CDS
Chr1,188088567,188088632,CDS
Chr1,188085392,188085487,CDS
Chr1,187962183,187962287,CDS
Chr1,138935236,138936156,CDS
Chr1,2357159,2357401,CDS
Chr1,2362069,2362194,CDS
Chr1,199363908,199364144,CDS
Chr1,199367071,199367340,CDS
Chr1,199373419,199373685,CDS
Chr1,199377310,199377600,CDS
Chr1,199506122,199507282,CDS
Chr1,95852284,95852331,CDS
Chr1,95816117,95816158,CDS
Chr1,41712255,41712314,CDS
Chr1,41666041,41666076,CDS
Chr1,294706612,294706659,CDS
Chr1,294708786,294708887,CDS
Chr1,294709988,294710086,CDS
Chr1,294712788,294712913,CDS
Chr1,294715338,294715499,CDS
Chr1,294718761,294718898,CDS
Chr1,294721260,294721439,CDS
Chr1,294722669,294722800,CDS
Chr1,294723939,294724247,CDS
Chr1,294725458,294725643,CDS
Chr1,294727065,294727232,CDS
Chr1,294728888,294729088,CDS
Chr1,294729300,294729512,CDS
Chr1,103312708,103312755,CDS
Chr1,103282841,103283020,CDS
Chr1,204395742,204396851,CDS
Chr1,146146115,146146276,CDS
Chr1,146153909,146153983,CDS
Chr1,142127245,142127718,CDS
Chr1,74030953,74031039,CDS
Chr1,73962188,73962298,CDS
Chr1,50536686,50536727,CDS
Chr1,50596652,50596789,CDS
Chr1,25614936,25615703,CDS
Chr1,25577105,25577155,CDS
Chr1,131711265,131711705,CDS
Chr1,168804976,168805038,CDS
Chr1,168744982,168745182,CDS
Chr1,143449052,143449249,CDS
Chr1,143457397,143457429,CDS
Chr1,100334700,100334759,CDS
Chr1,100327323,100327412,CDS
Chr1,243812830,243812949,CDS
Chr1,243815406,243815594,CDS
Chr1,243816689,243816790,CDS
Chr1,243822422,243822544,CDS
Chr1,243825366,243825416,CDS
Chr1,243832106,243832201,CDS
Chr1,243833195,243833269,CDS
Chr1,243833420,243833542,CDS
Chr1,32363680,32364432,CDS
Chr1,261304379,261304510,CDS
Chr1,261315720,261315791,CDS
Chr1,261318564,261318638,CDS
Chr1,261322642,261322728,CDS
Chr1,261328337,261328369,CDS
Chr1,261332062,261332196,CDS
Chr1,261333049,261333129,CDS
Chr1,261337560,261337688,CDS
Chr1,261339491,261339592,CDS
Chr1,261343426,261343536,CDS
Chr1,261351749,261351898,CDS
Chr1,261353416,261354846,CDS
Chr1,261355986,261356138,CDS
Chr1,1003282,1003404,CDS
Chr1,1002532,1002603,CDS
Chr1,1000614,1000733,CDS
Chr1,994732,994848,CDS
Chr1,993608,993685,CDS
Chr1,993393,993476,CDS
Chr1,993163,993246,CDS
Chr1,991450,991509,CDS
Chr1,989464,989586,CDS
Chr1,987899,987961,CDS
Chr1,984783,984866,CDS
Chr1,980653,980886,CDS
Chr1,135299737,135299811,CDS
Chr1,135359903,135359971,CDS
Chr1,48459898,48459996,CDS
Chr1,48446009,48446221,CDS
Chr1,48444132,48444191,CDS
Chr1,255898818,255899240,CDS
Chr1,255896090,255896224,CDS
Chr1,255892784,255892834,CDS
Chr1,239805440,239805751,CDS
Chr1,287239431,287239523,CDS
Chr1,287233116,287233256,CDS
Chr1,287231847,287231939,CDS
Chr1,287228965,287230899,CDS
Chr1,196447166,196447579,CDS
Chr1,196519630,196519713,CDS
Chr1,196520218,196520340,CDS
Chr1,196522977,196523069,CDS
Chr1,196523192,196523299,CDS
Chr1,96326217,96326270,CDS
Chr1,96258759,96258794,CDS
Chr1,9919747,9919839,CDS
Chr1,9865696,9865749,CDS
Chr1,58466317,58466361,CDS
Chr1,58515533,58515619,CDS
Chr1,59586676,59587149,CDS
Chr1,33368504,33368695,CDS
Chr1,33250751,33250831,CDS
Chr1,219679722,219679871,CDS
Chr1,219680176,219680265,CDS
Chr1,251470500,251470562,CDS
Chr1,251540900,251540974,CDS
Chr1,251309012,251309116,CDS
Chr1,251304935,251305075,CDS
Chr1,251301887,251302015,CDS
Chr1,251300138,251300209,CDS
Chr1,251299122,251299262,CDS
Chr1,251298156,251298293,CDS
Chr1,251295935,251296054,CDS
Chr1,78803754,78805229,CDS
Chr1,31505238,31505480,CDS
Chr1,31394401,31394466,CDS
Chr1,174214793,174214948,CDS
Chr1,174326554,174326631,CDS
Chr1,199539548,199540183,CDS
Chr1,199548109,199548306,CDS
Chr1,241798722,241798766,CDS
Chr1,241742693,241742866,CDS
Chr1,207416319,207416447,CDS
Chr1,207356365,207356424,CDS
Chr1,93796030,93796188,CDS
Chr1,93784248,93784598,CDS
Chr1,93782606,93783025,CDS
Chr1,40703176,40703256,CDS
Chr1,40676870,40676917,CDS
Chr1,81211180,81211266,CDS
Chr1,81183374,81183433,CDS
Chr1,285683672,285683734,CDS
Chr1,285677941,285678144,CDS
Chr1,193915811,193916014,CDS
Chr1,193903914,193904267,CDS
Chr1,158647515,158647676,CDS
Chr1,158652153,158652293,CDS
Chr1,268135740,268136006,CDS
